xc_id,scientific_name,common_name_id,common_name_en,country,location,quality,sound_type,recordist,date,duration,xc_url,license_type,license_url,file_available,selection_status,selection_reason
XC399723,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-25,3:57,https://xeno-canto.org/399723,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC399722,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-25,4:05,https://xeno-canto.org/399722,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC399721,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-25,0:25,https://xeno-canto.org/399721,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC399717,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,song,david m,2017-06-25,1:27,https://xeno-canto.org/399717,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC399620,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-23,2:53,https://xeno-canto.org/399620,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC399530,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-22,0:32,https://xeno-canto.org/399530,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC399529,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-22,6:23,https://xeno-canto.org/399529,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC399527,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-22,0:26,https://xeno-canto.org/399527,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC399526,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-22,1:57,https://xeno-canto.org/399526,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC397171,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-21,0:57,https://xeno-canto.org/397171,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC397170,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-07-21,0:28,https://xeno-canto.org/397170,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC397004,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Thailand,"Tambon Sai Ma, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi",C,call,Werzik,2017-12-26,0:37,https://xeno-canto.org/397004,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC396936,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,"call, flight call",david m,2017-07-19,1:10,https://xeno-canto.org/396936,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC396146,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2017-05-28,0:45,https://xeno-canto.org/396146,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC396145,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-05-28,0:42,https://xeno-canto.org/396145,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC395589,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-05-23,0:39,https://xeno-canto.org/395589,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC395030,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-26,1:01,https://xeno-canto.org/395030,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC395028,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-26,0:35,https://xeno-canto.org/395028,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC395027,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-26,5:30,https://xeno-canto.org/395027,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC395026,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-26,1:12,https://xeno-canto.org/395026,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394936,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,0:24,https://xeno-canto.org/394936,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394935,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,1:56,https://xeno-canto.org/394935,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394934,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,0:35,https://xeno-canto.org/394934,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394933,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,0:15,https://xeno-canto.org/394933,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394932,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,0:52,https://xeno-canto.org/394932,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394931,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,5:13,https://xeno-canto.org/394931,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394926,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,0:37,https://xeno-canto.org/394926,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394925,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,2:20,https://xeno-canto.org/394925,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394924,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,0:38,https://xeno-canto.org/394924,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394923,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,1:03,https://xeno-canto.org/394923,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC394922,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,0:43,https://xeno-canto.org/394922,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394921,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,1:55,https://xeno-canto.org/394921,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394919,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-24,0:45,https://xeno-canto.org/394919,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394632,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,call,david m,2017-03-22,0:27,https://xeno-canto.org/394632,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394588,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,call,david m,2017-03-22,2:41,https://xeno-canto.org/394588,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394587,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,call,david m,2017-03-22,0:30,https://xeno-canto.org/394587,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394283,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-17,1:04,https://xeno-canto.org/394283,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394282,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-17,0:35,https://xeno-canto.org/394282,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394281,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-17,2:15,https://xeno-canto.org/394281,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394010,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-17,0:49,https://xeno-canto.org/394010,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394009,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-17,1:33,https://xeno-canto.org/394009,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC394008,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-17,0:28,https://xeno-canto.org/394008,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC393940,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-16,2:05,https://xeno-canto.org/393940,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC393939,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-16,0:31,https://xeno-canto.org/393939,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC393938,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-16,1:25,https://xeno-canto.org/393938,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC393937,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-03-16,0:26,https://xeno-canto.org/393937,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC392253,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-05-01,1:01,https://xeno-canto.org/392253,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC392252,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-05-01,4:22,https://xeno-canto.org/392252,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC392143,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",C,call,Ruslan Mazuryk,2017-10-17,0:22,https://xeno-canto.org/392143,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC392140,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",C,call,Ruslan Mazuryk,2017-10-14,0:15,https://xeno-canto.org/392140,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC391645,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  West Heslerton), North Yorkshire, England",C,call,david m,2017-04-30,1:48,https://xeno-canto.org/391645,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390847,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-24,0:17,https://xeno-canto.org/390847,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390846,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-24,0:56,https://xeno-canto.org/390846,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390802,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-22,1:27,https://xeno-canto.org/390802,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390801,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-22,0:24,https://xeno-canto.org/390801,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390799,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-22,0:19,https://xeno-canto.org/390799,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390798,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-22,0:41,https://xeno-canto.org/390798,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390796,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-22,0:25,https://xeno-canto.org/390796,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390795,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-22,3:37,https://xeno-canto.org/390795,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390793,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-22,1:34,https://xeno-canto.org/390793,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390791,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-22,0:28,https://xeno-canto.org/390791,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390790,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-22,0:48,https://xeno-canto.org/390790,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390220,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-20,0:12,https://xeno-canto.org/390220,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390219,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-20,1:10,https://xeno-canto.org/390219,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390218,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-20,2:47,https://xeno-canto.org/390218,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390216,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-20,1:20,https://xeno-canto.org/390216,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390215,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-20,1:48,https://xeno-canto.org/390215,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390214,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-20,4:28,https://xeno-canto.org/390214,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390213,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-20,0:30,https://xeno-canto.org/390213,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC390212,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-20,0:15,https://xeno-canto.org/390212,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389855,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-18,3:13,https://xeno-canto.org/389855,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389853,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-18,1:06,https://xeno-canto.org/389853,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389850,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-18,0:56,https://xeno-canto.org/389850,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389702,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-17,0:37,https://xeno-canto.org/389702,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389604,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-17,0:41,https://xeno-canto.org/389604,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389602,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-17,4:52,https://xeno-canto.org/389602,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389270,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-16,1:21,https://xeno-canto.org/389270,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389063,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-16,3:05,https://xeno-canto.org/389063,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389061,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-16,0:32,https://xeno-canto.org/389061,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389059,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-16,4:27,https://xeno-canto.org/389059,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389058,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-16,0:45,https://xeno-canto.org/389058,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389057,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-16,0:29,https://xeno-canto.org/389057,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC389056,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-16,1:21,https://xeno-canto.org/389056,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC388576,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Nepal,"Bhaktapur (near  Mahamanjushree Nagarkot), Bagmati, Central Development Region",C,call,Viral joshi,2017-06-20,0:14,https://xeno-canto.org/388576,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC388245,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,India,"Tashiding, West Sikkim",C,call,Mike Dooher,2017-05-29,2:51,https://xeno-canto.org/388245,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC387022,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-15,1:09,https://xeno-canto.org/387022,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC387021,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-15,1:02,https://xeno-canto.org/387021,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC387020,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-15,1:02,https://xeno-canto.org/387020,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC386712,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-13,0:17,https://xeno-canto.org/386712,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC386430,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-12,0:37,https://xeno-canto.org/386430,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC386154,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-12,0:29,https://xeno-canto.org/386154,https://creativecommons.org/licenses/by-nc-nd/4.0/,https://creativecommons.org/licenses/by-nc-nd/4.0/,Yes,Digunakan,Lolos seleksi balancing durasi dan quality control
XC386153,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-12,3:41,https://xeno-canto.org/386153,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC386151,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-12,1:07,https://xeno-canto.org/386151,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC386149,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-12,0:55,https://xeno-canto.org/386149,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC385971,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-11,0:19,https://xeno-canto.org/385971,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC385222,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2017-04-09,1:35,https://xeno-canto.org/385222,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
XC384871,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Meadow Nannhofen , Oberbayern, Bayern",C,"call, flight call",Antonio Xeira,2017-08-31,0:09,https://xeno-canto.org/384871,,,Yes,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi
