filename,spesies,frekuensi_dominan_hz,frekuensi_fundamental_hz
Pycnonotus aurigaster_f70_c1.png,Pycnonotus aurigaster,1745.98,0.0
Pycnonotus aurigaster_f70_c1_rain.png,Pycnonotus aurigaster,2302.4,0.0
Pycnonotus aurigaster_f70_c1_wind.png,Pycnonotus aurigaster,1645.2,0.0
Pycnonotus aurigaster_f70_c2.png,Pycnonotus aurigaster,1655.07,200.0
Pycnonotus aurigaster_f70_c2_rain.png,Pycnonotus aurigaster,2715.9,0.0
Pycnonotus aurigaster_f70_c2_wind.png,Pycnonotus aurigaster,1634.93,200.0
Pycnonotus aurigaster_f70_c3.png,Pycnonotus aurigaster,1692.86,6041.2
Pycnonotus aurigaster_f70_c3_rain.png,Pycnonotus aurigaster,2286.03,6006.0
Pycnonotus aurigaster_f70_c3_wind.png,Pycnonotus aurigaster,1675.81,6006.0
Pycnonotus aurigaster_f70_c4.png,Pycnonotus aurigaster,1620.04,0.0
Pycnonotus aurigaster_f70_c4_rain.png,Pycnonotus aurigaster,2125.02,0.0
Pycnonotus aurigaster_f70_c4_wind.png,Pycnonotus aurigaster,1553.87,0.0
Pycnonotus aurigaster_f70_c5.png,Pycnonotus aurigaster,102.61,634.96
Pycnonotus aurigaster_f70_c5_rain.png,Pycnonotus aurigaster,5055.4,622.26
Pycnonotus aurigaster_f70_c5_wind.png,Pycnonotus aurigaster,1343.16,253.45
Pycnonotus aurigaster_f71_c1.png,Pycnonotus aurigaster,5184.65,3055.49
Pycnonotus aurigaster_f71_c1_rain.png,Pycnonotus aurigaster,4920.71,3108.9
Pycnonotus aurigaster_f71_c1_wind.png,Pycnonotus aurigaster,3845.69,3145.03
Pycnonotus aurigaster_f71_c2.png,Pycnonotus aurigaster,5205.92,3181.57
Pycnonotus aurigaster_f71_c2_rain.png,Pycnonotus aurigaster,5078.3,3181.57
Pycnonotus aurigaster_f71_c2_wind.png,Pycnonotus aurigaster,2944.78,3200.0
Pycnonotus aurigaster_f71_c3.png,Pycnonotus aurigaster,5380.23,0.0
Pycnonotus aurigaster_f71_c3_rain.png,Pycnonotus aurigaster,5269.15,0.0
Pycnonotus aurigaster_f71_c3_wind.png,Pycnonotus aurigaster,5280.03,0.0
Pycnonotus aurigaster_f71_c4.png,Pycnonotus aurigaster,4969.83,2859.13
Pycnonotus aurigaster_f71_c4_rain.png,Pycnonotus aurigaster,4835.32,2934.41
Pycnonotus aurigaster_f71_c4_wind.png,Pycnonotus aurigaster,3332.95,3003.0
Pycnonotus aurigaster_f71_c5.png,Pycnonotus aurigaster,5489.62,0.0
Pycnonotus aurigaster_f71_c5_rain.png,Pycnonotus aurigaster,5387.84,0.0
Pycnonotus aurigaster_f71_c5_wind.png,Pycnonotus aurigaster,5144.63,0.0
Pycnonotus aurigaster_f72_c1.png,Pycnonotus aurigaster,5062.42,2737.9
Pycnonotus aurigaster_f72_c10.png,Pycnonotus aurigaster,5722.45,5603.8
Pycnonotus aurigaster_f72_c10_rain.png,Pycnonotus aurigaster,5505.04,5636.26
Pycnonotus aurigaster_f72_c10_wind.png,Pycnonotus aurigaster,4994.62,5668.91
Pycnonotus aurigaster_f72_c11.png,Pycnonotus aurigaster,5754.69,5571.52
Pycnonotus aurigaster_f72_c11_rain.png,Pycnonotus aurigaster,5579.91,5571.52
Pycnonotus aurigaster_f72_c11_wind.png,Pycnonotus aurigaster,5316.72,5571.52
Pycnonotus aurigaster_f72_c12.png,Pycnonotus aurigaster,5624.9,5603.8
Pycnonotus aurigaster_f72_c12_rain.png,Pycnonotus aurigaster,5423.86,5603.8
Pycnonotus aurigaster_f72_c12_wind.png,Pycnonotus aurigaster,4935.28,5668.91
Pycnonotus aurigaster_f72_c13.png,Pycnonotus aurigaster,5791.69,5603.8
Pycnonotus aurigaster_f72_c13_rain.png,Pycnonotus aurigaster,5619.03,5603.8
Pycnonotus aurigaster_f72_c13_wind.png,Pycnonotus aurigaster,5074.98,5636.26
Pycnonotus aurigaster_f72_c14.png,Pycnonotus aurigaster,5678.82,5571.52
Pycnonotus aurigaster_f72_c14_rain.png,Pycnonotus aurigaster,5571.61,5571.52
Pycnonotus aurigaster_f72_c14_wind.png,Pycnonotus aurigaster,5457.42,5571.52
Pycnonotus aurigaster_f72_c15.png,Pycnonotus aurigaster,3913.7,5668.91
Pycnonotus aurigaster_f72_c15_rain.png,Pycnonotus aurigaster,5391.53,5668.91
Pycnonotus aurigaster_f72_c15_wind.png,Pycnonotus aurigaster,3899.92,5668.91
Pycnonotus aurigaster_f72_c1_rain.png,Pycnonotus aurigaster,5099.52,4832.71
Pycnonotus aurigaster_f72_c1_wind.png,Pycnonotus aurigaster,4725.26,5636.26
Pycnonotus aurigaster_f72_c2.png,Pycnonotus aurigaster,5067.6,2884.0
Pycnonotus aurigaster_f72_c2_rain.png,Pycnonotus aurigaster,5072.35,2884.0
Pycnonotus aurigaster_f72_c2_wind.png,Pycnonotus aurigaster,4719.65,5603.8
Pycnonotus aurigaster_f72_c3.png,Pycnonotus aurigaster,5334.24,5636.26
Pycnonotus aurigaster_f72_c3_rain.png,Pycnonotus aurigaster,5279.69,5636.26
Pycnonotus aurigaster_f72_c3_wind.png,Pycnonotus aurigaster,4831.14,5668.91
Pycnonotus aurigaster_f72_c4.png,Pycnonotus aurigaster,5666.69,2884.0
Pycnonotus aurigaster_f72_c4_rain.png,Pycnonotus aurigaster,5589.71,2884.0
Pycnonotus aurigaster_f72_c4_wind.png,Pycnonotus aurigaster,5506.28,5701.75
Pycnonotus aurigaster_f72_c5.png,Pycnonotus aurigaster,5841.51,5668.91
Pycnonotus aurigaster_f72_c5_rain.png,Pycnonotus aurigaster,5600.89,5668.91
Pycnonotus aurigaster_f72_c5_wind.png,Pycnonotus aurigaster,5443.2,5701.75
Pycnonotus aurigaster_f72_c6.png,Pycnonotus aurigaster,5701.66,2884.0
Pycnonotus aurigaster_f72_c6_rain.png,Pycnonotus aurigaster,5560.88,2884.0
Pycnonotus aurigaster_f72_c6_wind.png,Pycnonotus aurigaster,5553.0,5636.26
Pycnonotus aurigaster_f72_c7.png,Pycnonotus aurigaster,5868.97,5636.26
Pycnonotus aurigaster_f72_c7_rain.png,Pycnonotus aurigaster,5691.6,5636.26
Pycnonotus aurigaster_f72_c7_wind.png,Pycnonotus aurigaster,5399.25,5668.91
Pycnonotus aurigaster_f72_c8.png,Pycnonotus aurigaster,5751.93,5603.8
Pycnonotus aurigaster_f72_c8_rain.png,Pycnonotus aurigaster,5630.27,5603.8
Pycnonotus aurigaster_f72_c8_wind.png,Pycnonotus aurigaster,4941.16,5668.91
Pycnonotus aurigaster_f72_c9.png,Pycnonotus aurigaster,5763.74,5603.8
Pycnonotus aurigaster_f72_c9_rain.png,Pycnonotus aurigaster,5579.82,5603.8
Pycnonotus aurigaster_f72_c9_wind.png,Pycnonotus aurigaster,5020.39,5636.26
Pycnonotus aurigaster_f73_c1.png,Pycnonotus aurigaster,4742.71,2525.21
Pycnonotus aurigaster_f73_c1_rain.png,Pycnonotus aurigaster,4727.2,2525.21
Pycnonotus aurigaster_f73_c1_wind.png,Pycnonotus aurigaster,3942.93,2652.3
Pycnonotus aurigaster_f73_c2.png,Pycnonotus aurigaster,4744.51,2675.37
Pycnonotus aurigaster_f73_c2_rain.png,Pycnonotus aurigaster,4760.14,2614.26
Pycnonotus aurigaster_f73_c2_wind.png,Pycnonotus aurigaster,3994.38,2706.46
Pycnonotus aurigaster_f73_c3.png,Pycnonotus aurigaster,4918.75,5109.11
Pycnonotus aurigaster_f73_c3_rain.png,Pycnonotus aurigaster,5078.01,5258.82
Pycnonotus aurigaster_f73_c3_wind.png,Pycnonotus aurigaster,4034.06,5350.74
Pycnonotus aurigaster_f73_c4.png,Pycnonotus aurigaster,5054.12,5198.42
Pycnonotus aurigaster_f73_c4_rain.png,Pycnonotus aurigaster,5037.43,5198.42
Pycnonotus aurigaster_f73_c4_wind.png,Pycnonotus aurigaster,4760.29,5198.42
Pycnonotus aurigaster_f73_c5.png,Pycnonotus aurigaster,4530.79,5021.34
Pycnonotus aurigaster_f73_c5_rain.png,Pycnonotus aurigaster,5059.15,5050.43
Pycnonotus aurigaster_f73_c5_wind.png,Pycnonotus aurigaster,4072.43,5198.42
Pycnonotus aurigaster_f74_c1.png,Pycnonotus aurigaster,3097.16,1262.61
Pycnonotus aurigaster_f74_c1_rain.png,Pycnonotus aurigaster,3916.79,1262.61
Pycnonotus aurigaster_f74_c1_wind.png,Pycnonotus aurigaster,2866.16,1262.61
Pycnonotus aurigaster_f75_c1.png,Pycnonotus aurigaster,6528.92,3550.62
Pycnonotus aurigaster_f75_c1_rain.png,Pycnonotus aurigaster,5811.45,3612.69
Pycnonotus aurigaster_f75_c1_wind.png,Pycnonotus aurigaster,4924.94,2599.21
Pycnonotus aurigaster_f75_c2.png,Pycnonotus aurigaster,6646.62,2481.83
Pycnonotus aurigaster_f75_c2_rain.png,Pycnonotus aurigaster,5582.22,2660.14
Pycnonotus aurigaster_f75_c2_wind.png,Pycnonotus aurigaster,5680.38,2753.76
Pycnonotus aurigaster_f75_c3.png,Pycnonotus aurigaster,6546.99,2722.13
Pycnonotus aurigaster_f75_c3_rain.png,Pycnonotus aurigaster,6191.15,2737.95
Pycnonotus aurigaster_f75_c3_wind.png,Pycnonotus aurigaster,5629.18,3509.84
Pycnonotus aurigaster_f75_c4.png,Pycnonotus aurigaster,6168.66,2481.83
Pycnonotus aurigaster_f75_c4_rain.png,Pycnonotus aurigaster,5723.47,2481.83
Pycnonotus aurigaster_f75_c4_wind.png,Pycnonotus aurigaster,5519.44,2614.26
Pycnonotus aurigaster_f76_c1.png,Pycnonotus aurigaster,3587.33,3509.84
Pycnonotus aurigaster_f76_c10.png,Pycnonotus aurigaster,3455.77,3772.65
Pycnonotus aurigaster_f76_c10_rain.png,Pycnonotus aurigaster,3890.37,3761.75
Pycnonotus aurigaster_f76_c10_wind.png,Pycnonotus aurigaster,3194.8,3550.62
Pycnonotus aurigaster_f76_c11.png,Pycnonotus aurigaster,3375.71,0.0
Pycnonotus aurigaster_f76_c11_rain.png,Pycnonotus aurigaster,4285.41,0.0
Pycnonotus aurigaster_f76_c11_wind.png,Pycnonotus aurigaster,3105.8,0.0
Pycnonotus aurigaster_f76_c12.png,Pycnonotus aurigaster,1889.85,3827.51
Pycnonotus aurigaster_f76_c12_rain.png,Pycnonotus aurigaster,4701.3,3827.51
Pycnonotus aurigaster_f76_c12_wind.png,Pycnonotus aurigaster,2076.49,209.46
Pycnonotus aurigaster_f76_c1_rain.png,Pycnonotus aurigaster,3862.49,3520.01
Pycnonotus aurigaster_f76_c1_wind.png,Pycnonotus aurigaster,3257.29,3509.84
Pycnonotus aurigaster_f76_c2.png,Pycnonotus aurigaster,3677.41,0.0
Pycnonotus aurigaster_f76_c2_rain.png,Pycnonotus aurigaster,4447.31,0.0
Pycnonotus aurigaster_f76_c2_wind.png,Pycnonotus aurigaster,3332.59,0.0
Pycnonotus aurigaster_f76_c3.png,Pycnonotus aurigaster,3733.98,3550.62
Pycnonotus aurigaster_f76_c3_rain.png,Pycnonotus aurigaster,4179.79,3550.62
Pycnonotus aurigaster_f76_c3_wind.png,Pycnonotus aurigaster,3223.6,0.0
Pycnonotus aurigaster_f76_c4.png,Pycnonotus aurigaster,3435.26,3644.14
Pycnonotus aurigaster_f76_c4_rain.png,Pycnonotus aurigaster,4451.52,0.0
Pycnonotus aurigaster_f76_c4_wind.png,Pycnonotus aurigaster,2869.18,3644.14
Pycnonotus aurigaster_f76_c5.png,Pycnonotus aurigaster,3658.87,3675.83
Pycnonotus aurigaster_f76_c5_rain.png,Pycnonotus aurigaster,4057.93,3697.13
Pycnonotus aurigaster_f76_c5_wind.png,Pycnonotus aurigaster,3471.22,0.0
Pycnonotus aurigaster_f76_c6.png,Pycnonotus aurigaster,3887.44,3633.61
Pycnonotus aurigaster_f76_c6_rain.png,Pycnonotus aurigaster,4103.3,3633.61
Pycnonotus aurigaster_f76_c6_wind.png,Pycnonotus aurigaster,3276.62,3571.19
Pycnonotus aurigaster_f76_c7.png,Pycnonotus aurigaster,3815.94,3697.13
Pycnonotus aurigaster_f76_c7_rain.png,Pycnonotus aurigaster,4258.83,3697.13
Pycnonotus aurigaster_f76_c7_wind.png,Pycnonotus aurigaster,3422.26,3718.55
Pycnonotus aurigaster_f76_c8.png,Pycnonotus aurigaster,3917.73,0.0
Pycnonotus aurigaster_f76_c8_rain.png,Pycnonotus aurigaster,4278.17,0.0
Pycnonotus aurigaster_f76_c8_wind.png,Pycnonotus aurigaster,3596.28,0.0
Pycnonotus aurigaster_f76_c9.png,Pycnonotus aurigaster,3396.82,3550.62
Pycnonotus aurigaster_f76_c9_rain.png,Pycnonotus aurigaster,4452.46,3761.75
Pycnonotus aurigaster_f76_c9_wind.png,Pycnonotus aurigaster,2789.0,3592.42
Pycnonotus aurigaster_f77_c1.png,Pycnonotus aurigaster,3468.64,2884.0
Pycnonotus aurigaster_f77_c1_rain.png,Pycnonotus aurigaster,5386.26,203.5
Pycnonotus aurigaster_f77_c1_wind.png,Pycnonotus aurigaster,3865.21,200.0
Pycnonotus aurigaster_f78_c1.png,Pycnonotus aurigaster,3856.72,4125.98
Pycnonotus aurigaster_f78_c1_rain.png,Pycnonotus aurigaster,4604.92,4125.98
Pycnonotus aurigaster_f78_c1_wind.png,Pycnonotus aurigaster,3068.47,4149.89
Pycnonotus aurigaster_f78_c2.png,Pycnonotus aurigaster,1674.34,4173.93
Pycnonotus aurigaster_f78_c2_rain.png,Pycnonotus aurigaster,5013.63,4173.93
Pycnonotus aurigaster_f78_c2_wind.png,Pycnonotus aurigaster,2147.87,4149.89
Pycnonotus aurigaster_f79_c1.png,Pycnonotus aurigaster,1670.46,200.0
Pycnonotus aurigaster_f79_c10.png,Pycnonotus aurigaster,2055.16,200.0
Pycnonotus aurigaster_f79_c10_rain.png,Pycnonotus aurigaster,3378.32,200.0
Pycnonotus aurigaster_f79_c10_wind.png,Pycnonotus aurigaster,1952.31,200.0
Pycnonotus aurigaster_f79_c11.png,Pycnonotus aurigaster,2038.96,200.0
Pycnonotus aurigaster_f79_c11_rain.png,Pycnonotus aurigaster,3364.73,200.0
Pycnonotus aurigaster_f79_c11_wind.png,Pycnonotus aurigaster,1946.63,200.0
Pycnonotus aurigaster_f79_c12.png,Pycnonotus aurigaster,1630.12,200.0
Pycnonotus aurigaster_f79_c12_rain.png,Pycnonotus aurigaster,2465.35,200.0
Pycnonotus aurigaster_f79_c12_wind.png,Pycnonotus aurigaster,1565.59,200.0
Pycnonotus aurigaster_f79_c13.png,Pycnonotus aurigaster,1567.07,200.0
Pycnonotus aurigaster_f79_c13_rain.png,Pycnonotus aurigaster,1969.94,200.0
Pycnonotus aurigaster_f79_c13_wind.png,Pycnonotus aurigaster,1558.3,200.0
Pycnonotus aurigaster_f79_c14.png,Pycnonotus aurigaster,1630.68,200.0
Pycnonotus aurigaster_f79_c14_rain.png,Pycnonotus aurigaster,3115.6,200.0
Pycnonotus aurigaster_f79_c14_wind.png,Pycnonotus aurigaster,1619.91,200.0
Pycnonotus aurigaster_f79_c15.png,Pycnonotus aurigaster,1776.48,200.0
Pycnonotus aurigaster_f79_c15_rain.png,Pycnonotus aurigaster,2283.1,200.0
Pycnonotus aurigaster_f79_c15_wind.png,Pycnonotus aurigaster,1768.81,200.0
Pycnonotus aurigaster_f79_c1_rain.png,Pycnonotus aurigaster,3270.33,200.0
Pycnonotus aurigaster_f79_c1_wind.png,Pycnonotus aurigaster,1648.12,200.0
Pycnonotus aurigaster_f79_c2.png,Pycnonotus aurigaster,1905.25,200.0
Pycnonotus aurigaster_f79_c2_rain.png,Pycnonotus aurigaster,2698.8,200.0
Pycnonotus aurigaster_f79_c2_wind.png,Pycnonotus aurigaster,1862.13,200.0
Pycnonotus aurigaster_f79_c3.png,Pycnonotus aurigaster,2353.24,200.0
Pycnonotus aurigaster_f79_c3_rain.png,Pycnonotus aurigaster,2672.53,200.0
Pycnonotus aurigaster_f79_c3_wind.png,Pycnonotus aurigaster,2297.1,200.0
Pycnonotus aurigaster_f79_c4.png,Pycnonotus aurigaster,2139.67,200.0
Pycnonotus aurigaster_f79_c4_rain.png,Pycnonotus aurigaster,2462.23,200.0
Pycnonotus aurigaster_f79_c4_wind.png,Pycnonotus aurigaster,2121.02,200.0
Pycnonotus aurigaster_f79_c5.png,Pycnonotus aurigaster,1899.41,200.0
Pycnonotus aurigaster_f79_c5_rain.png,Pycnonotus aurigaster,3335.13,200.0
Pycnonotus aurigaster_f79_c5_wind.png,Pycnonotus aurigaster,1867.38,200.0
Pycnonotus aurigaster_f79_c6.png,Pycnonotus aurigaster,2090.63,200.0
Pycnonotus aurigaster_f79_c6_rain.png,Pycnonotus aurigaster,2931.64,200.0
Pycnonotus aurigaster_f79_c6_wind.png,Pycnonotus aurigaster,1992.04,200.0
Pycnonotus aurigaster_f79_c7.png,Pycnonotus aurigaster,1941.69,200.0
Pycnonotus aurigaster_f79_c7_rain.png,Pycnonotus aurigaster,2302.37,200.0
Pycnonotus aurigaster_f79_c7_wind.png,Pycnonotus aurigaster,1900.47,200.0
Pycnonotus aurigaster_f79_c8.png,Pycnonotus aurigaster,2174.19,200.0
Pycnonotus aurigaster_f79_c8_rain.png,Pycnonotus aurigaster,3485.0,5412.91
Pycnonotus aurigaster_f79_c8_wind.png,Pycnonotus aurigaster,2156.33,200.0
Pycnonotus aurigaster_f79_c9.png,Pycnonotus aurigaster,1925.82,200.0
Pycnonotus aurigaster_f79_c9_rain.png,Pycnonotus aurigaster,2664.38,200.0
Pycnonotus aurigaster_f79_c9_wind.png,Pycnonotus aurigaster,1910.46,200.0
Pycnonotus aurigaster_f7_c1.png,Pycnonotus aurigaster,5373.01,1627.97
Pycnonotus aurigaster_f7_c1_rain.png,Pycnonotus aurigaster,5194.65,1627.97
Pycnonotus aurigaster_f7_c1_wind.png,Pycnonotus aurigaster,5008.97,1627.97
Pycnonotus aurigaster_f7_c2.png,Pycnonotus aurigaster,5239.99,1627.97
Pycnonotus aurigaster_f7_c2_rain.png,Pycnonotus aurigaster,5075.24,2432.17
Pycnonotus aurigaster_f7_c2_wind.png,Pycnonotus aurigaster,4985.31,1627.97
Pycnonotus aurigaster_f7_c3.png,Pycnonotus aurigaster,5413.69,1646.88
Pycnonotus aurigaster_f7_c3_rain.png,Pycnonotus aurigaster,5191.62,1646.88
Pycnonotus aurigaster_f7_c3_wind.png,Pycnonotus aurigaster,5067.52,2606.74
Pycnonotus aurigaster_f80_c1.png,Pycnonotus aurigaster,4465.38,5571.52
Pycnonotus aurigaster_f80_c10.png,Pycnonotus aurigaster,4636.62,2675.37
Pycnonotus aurigaster_f80_c10_rain.png,Pycnonotus aurigaster,5012.02,5571.52
Pycnonotus aurigaster_f80_c10_wind.png,Pycnonotus aurigaster,3825.73,5571.52
Pycnonotus aurigaster_f80_c11.png,Pycnonotus aurigaster,5051.54,5734.78
Pycnonotus aurigaster_f80_c11_rain.png,Pycnonotus aurigaster,5090.98,5734.78
Pycnonotus aurigaster_f80_c11_wind.png,Pycnonotus aurigaster,4364.62,5734.78
Pycnonotus aurigaster_f80_c12.png,Pycnonotus aurigaster,4982.16,2810.11
Pycnonotus aurigaster_f80_c12_rain.png,Pycnonotus aurigaster,5094.72,2859.13
Pycnonotus aurigaster_f80_c12_wind.png,Pycnonotus aurigaster,4370.41,2737.9
Pycnonotus aurigaster_f80_c13.png,Pycnonotus aurigaster,5073.21,3370.76
Pycnonotus aurigaster_f80_c13_rain.png,Pycnonotus aurigaster,5146.48,5636.26
Pycnonotus aurigaster_f80_c13_wind.png,Pycnonotus aurigaster,4834.5,5701.75
Pycnonotus aurigaster_f80_c14.png,Pycnonotus aurigaster,3869.8,5636.26
Pycnonotus aurigaster_f80_c14_rain.png,Pycnonotus aurigaster,5135.37,5668.91
Pycnonotus aurigaster_f80_c14_wind.png,Pycnonotus aurigaster,3592.94,5668.91
Pycnonotus aurigaster_f80_c1_rain.png,Pycnonotus aurigaster,4493.29,5571.52
Pycnonotus aurigaster_f80_c1_wind.png,Pycnonotus aurigaster,4072.45,5571.52
Pycnonotus aurigaster_f80_c2.png,Pycnonotus aurigaster,4643.82,5350.74
Pycnonotus aurigaster_f80_c2_rain.png,Pycnonotus aurigaster,4644.47,5350.74
Pycnonotus aurigaster_f80_c2_wind.png,Pycnonotus aurigaster,4482.04,5444.27
Pycnonotus aurigaster_f80_c3.png,Pycnonotus aurigaster,4800.97,5507.53
Pycnonotus aurigaster_f80_c3_rain.png,Pycnonotus aurigaster,4902.18,5539.43
Pycnonotus aurigaster_f80_c3_wind.png,Pycnonotus aurigaster,4244.82,5668.91
Pycnonotus aurigaster_f80_c4.png,Pycnonotus aurigaster,4624.95,5507.53
Pycnonotus aurigaster_f80_c4_rain.png,Pycnonotus aurigaster,4758.13,5539.43
Pycnonotus aurigaster_f80_c4_wind.png,Pycnonotus aurigaster,4577.74,5507.53
Pycnonotus aurigaster_f80_c5.png,Pycnonotus aurigaster,4552.15,5603.89
Pycnonotus aurigaster_f80_c5_rain.png,Pycnonotus aurigaster,4571.2,5587.66
Pycnonotus aurigaster_f80_c5_wind.png,Pycnonotus aurigaster,4463.19,5620.03
Pycnonotus aurigaster_f80_c6.png,Pycnonotus aurigaster,4513.33,2850.88
Pycnonotus aurigaster_f80_c6_rain.png,Pycnonotus aurigaster,4552.56,2867.39
Pycnonotus aurigaster_f80_c6_wind.png,Pycnonotus aurigaster,4139.36,2850.88
Pycnonotus aurigaster_f80_c7.png,Pycnonotus aurigaster,4050.75,2801.9
Pycnonotus aurigaster_f80_c7_rain.png,Pycnonotus aurigaster,4418.93,2826.29
Pycnonotus aurigaster_f80_c7_wind.png,Pycnonotus aurigaster,3791.05,2834.46
Pycnonotus aurigaster_f80_c8.png,Pycnonotus aurigaster,4690.84,5153.59
Pycnonotus aurigaster_f80_c8_rain.png,Pycnonotus aurigaster,4795.42,5571.62
Pycnonotus aurigaster_f80_c8_wind.png,Pycnonotus aurigaster,4414.71,5168.47
Pycnonotus aurigaster_f80_c9.png,Pycnonotus aurigaster,4658.48,5138.71
Pycnonotus aurigaster_f80_c9_rain.png,Pycnonotus aurigaster,4694.59,5138.71
Pycnonotus aurigaster_f80_c9_wind.png,Pycnonotus aurigaster,4224.36,2867.44
Pycnonotus aurigaster_f81_c1.png,Pycnonotus aurigaster,4242.26,2629.41
Pycnonotus aurigaster_f81_c1_rain.png,Pycnonotus aurigaster,4732.22,2659.96
Pycnonotus aurigaster_f81_c1_wind.png,Pycnonotus aurigaster,3838.83,0.0
Pycnonotus aurigaster_f81_c2.png,Pycnonotus aurigaster,3701.54,3163.24
Pycnonotus aurigaster_f81_c2_rain.png,Pycnonotus aurigaster,4404.31,3227.86
Pycnonotus aurigaster_f81_c2_wind.png,Pycnonotus aurigaster,3453.51,3163.24
Pycnonotus aurigaster_f81_c3.png,Pycnonotus aurigaster,2945.74,0.0
Pycnonotus aurigaster_f81_c3_rain.png,Pycnonotus aurigaster,4961.64,220.0
Pycnonotus aurigaster_f81_c3_wind.png,Pycnonotus aurigaster,3059.28,220.0
Pycnonotus aurigaster_f82_c1.png,Pycnonotus aurigaster,4070.89,4766.97
Pycnonotus aurigaster_f82_c1_rain.png,Pycnonotus aurigaster,4085.98,4766.97
Pycnonotus aurigaster_f82_c1_wind.png,Pycnonotus aurigaster,3967.63,4766.97
Pycnonotus aurigaster_f82_c2.png,Pycnonotus aurigaster,3685.49,2850.88
Pycnonotus aurigaster_f82_c2_rain.png,Pycnonotus aurigaster,3763.04,2850.88
Pycnonotus aurigaster_f82_c2_wind.png,Pycnonotus aurigaster,3381.26,2850.88
Pycnonotus aurigaster_f82_c3.png,Pycnonotus aurigaster,3766.49,2818.13
Pycnonotus aurigaster_f82_c3_rain.png,Pycnonotus aurigaster,3846.35,2818.13
Pycnonotus aurigaster_f82_c3_wind.png,Pycnonotus aurigaster,3474.62,2801.95
Pycnonotus aurigaster_f83_c1.png,Pycnonotus aurigaster,2040.98,2714.3
Pycnonotus aurigaster_f83_c1_rain.png,Pycnonotus aurigaster,2540.88,2714.3
Pycnonotus aurigaster_f83_c1_wind.png,Pycnonotus aurigaster,1911.13,2714.3
Pycnonotus aurigaster_f83_c2.png,Pycnonotus aurigaster,2063.88,929.64
Pycnonotus aurigaster_f83_c2_rain.png,Pycnonotus aurigaster,2229.02,929.64
Pycnonotus aurigaster_f83_c2_wind.png,Pycnonotus aurigaster,2010.65,220.64
Pycnonotus aurigaster_f83_c3.png,Pycnonotus aurigaster,2219.5,929.64
Pycnonotus aurigaster_f83_c3_rain.png,Pycnonotus aurigaster,2894.07,951.37
Pycnonotus aurigaster_f83_c3_wind.png,Pycnonotus aurigaster,2103.48,887.66
Pycnonotus aurigaster_f83_c4.png,Pycnonotus aurigaster,2162.89,2510.67
Pycnonotus aurigaster_f83_c4_rain.png,Pycnonotus aurigaster,2682.47,2510.67
Pycnonotus aurigaster_f83_c4_wind.png,Pycnonotus aurigaster,2134.59,2510.67
Pycnonotus aurigaster_f83_c5.png,Pycnonotus aurigaster,2231.04,2698.75
Pycnonotus aurigaster_f83_c5_rain.png,Pycnonotus aurigaster,3196.56,2698.75
Pycnonotus aurigaster_f83_c5_wind.png,Pycnonotus aurigaster,2197.48,2698.75
Pycnonotus aurigaster_f83_c6.png,Pycnonotus aurigaster,2247.19,0.0
Pycnonotus aurigaster_f83_c6_rain.png,Pycnonotus aurigaster,2579.44,0.0
Pycnonotus aurigaster_f83_c6_wind.png,Pycnonotus aurigaster,2187.5,215.6
Pycnonotus aurigaster_f83_c7.png,Pycnonotus aurigaster,2374.91,924.28
Pycnonotus aurigaster_f83_c7_rain.png,Pycnonotus aurigaster,2523.6,924.28
Pycnonotus aurigaster_f83_c7_wind.png,Pycnonotus aurigaster,2366.73,924.28
Pycnonotus aurigaster_f83_c8.png,Pycnonotus aurigaster,2286.14,2810.02
Pycnonotus aurigaster_f83_c8_rain.png,Pycnonotus aurigaster,3459.8,2818.13
Pycnonotus aurigaster_f83_c8_wind.png,Pycnonotus aurigaster,2238.22,2810.02
Pycnonotus aurigaster_f83_c9.png,Pycnonotus aurigaster,1312.52,2591.72
Pycnonotus aurigaster_f83_c9_rain.png,Pycnonotus aurigaster,4383.75,215.6
Pycnonotus aurigaster_f83_c9_wind.png,Pycnonotus aurigaster,1724.13,2591.72
Pycnonotus aurigaster_f84_c1.png,Pycnonotus aurigaster,4291.14,2453.33
Pycnonotus aurigaster_f84_c10.png,Pycnonotus aurigaster,4002.35,0.0
Pycnonotus aurigaster_f84_c10_rain.png,Pycnonotus aurigaster,3987.99,0.0
Pycnonotus aurigaster_f84_c10_wind.png,Pycnonotus aurigaster,3964.64,0.0
Pycnonotus aurigaster_f84_c11.png,Pycnonotus aurigaster,4013.02,2467.54
Pycnonotus aurigaster_f84_c11_rain.png,Pycnonotus aurigaster,4016.67,2467.54
Pycnonotus aurigaster_f84_c11_wind.png,Pycnonotus aurigaster,3927.07,2467.54
Pycnonotus aurigaster_f84_c12.png,Pycnonotus aurigaster,4136.54,0.0
Pycnonotus aurigaster_f84_c12_rain.png,Pycnonotus aurigaster,4188.59,0.0
Pycnonotus aurigaster_f84_c12_wind.png,Pycnonotus aurigaster,3953.41,0.0
Pycnonotus aurigaster_f84_c13.png,Pycnonotus aurigaster,3753.75,2539.84
Pycnonotus aurigaster_f84_c13_rain.png,Pycnonotus aurigaster,4325.15,2539.84
Pycnonotus aurigaster_f84_c13_wind.png,Pycnonotus aurigaster,3620.19,2539.84
Pycnonotus aurigaster_f84_c1_rain.png,Pycnonotus aurigaster,4621.07,2453.33
