id_xc,nama_ilmiah,nama_indonesia,negara,lokasi,kualitas,durasi,nama_file,status,alasan
XC655883,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Weaverthorpe), North Yorkshire, England",C,0:36,XC655883.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC654313,Passer montanus,Burung Gereja Erasia,Belarus,"Dubrava, Brescki rajon, Brest Region",C,2:48,XC654313.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC652120,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District ,(near Helperthorpe), North Yorkshire, England",C,0:22,XC652120.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC649632,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:13,XC649632.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC648939,Passer montanus,Burung Gereja Erasia,Sweden,"Observatorielunden (near  Stockholm), Stockholm Municipality, Stockholms län",C,1:45,XC648939.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC647020,Passer montanus,Burung Gereja Erasia,United Kingdom,"Great Britain, Derbyshire, England",C,0:41,XC647020.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC642874,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near West Lutton), North Yorkshire, England",C,3:15,XC642874.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC642494,Passer montanus,Burung Gereja Erasia,Austria,"Gemeinde Koblach (near  Koblach), Feldkirch, Vorarlberg",C,0:18,XC642494.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC638566,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,1:46,XC638566.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC638555,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,1:59,XC638555.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC636530,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Malton), North Yorkshire, England",C,0:46,XC636530.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC635239,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,3:22,XC635239.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC635238,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,2:34,XC635238.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC635228,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,0:33,XC635228.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC633339,Passer montanus,Burung Gereja Erasia,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",C,0:50,XC633339.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC633337,Passer montanus,Burung Gereja Erasia,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",C,0:15,XC633337.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC633336,Passer montanus,Burung Gereja Erasia,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",C,0:06,XC633336.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC633311,Passer montanus,Burung Gereja Erasia,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",C,1:09,XC633311.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC631975,Passer montanus,Burung Gereja Erasia,Taiwan,"Wenhua Park (near  Chiayi), Chiayi City, Taiwan Province",C,0:44,XC631975.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC631776,Passer montanus,Burung Gereja Erasia,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",C,0:20,XC631776.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC629857,Passer montanus,Burung Gereja Erasia,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",C,0:34,XC629857.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC628483,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,3:27,XC628483.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC628480,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,3:33,XC628480.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC628474,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,0:29,XC628474.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC627932,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,5:52,XC627932.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC627820,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,2:18,XC627820.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC627818,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,0:38,XC627818.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC627812,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,1:02,XC627812.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC627811,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,0:57,XC627811.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC627808,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,0:43,XC627808.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC627807,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,1:28,XC627807.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC627229,Passer montanus,Burung Gereja Erasia,Austria,"Rankweil, Feldkirch, Vorarlberg",C,1:11,XC627229.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC627228,Passer montanus,Burung Gereja Erasia,Austria,"Meiningen, Bezirk Feldkirch, Vorarlberg",C,1:48,XC627228.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC626509,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,0:25,XC626509.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC626508,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,2:16,XC626508.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC626506,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,1:43,XC626506.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC624751,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,2:06,XC624751.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC623893,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,2:57,XC623893.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC623569,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,1:01,XC623569.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC623562,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,1:14,XC623562.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC623419,Passer montanus,Burung Gereja Erasia,Spain,"Bollullos Par Del Condado, Huelva",C,0:22,XC623419.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC622806,Passer montanus,Burung Gereja Erasia,Switzerland,"Rodersdorf, Dorneck, Solothurn",C,0:08,XC622806.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC622057,Passer montanus,Burung Gereja Erasia,Poland,"Tifanet. Fabryka ruchu. Bułka A. (near  Kęty), Powiat oświęcimski, Małopolskie",C,0:31,XC622057.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC622047,Passer montanus,Burung Gereja Erasia,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",C,0:36,XC622047.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC621847,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,1:53,XC621847.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC621845,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:58,XC621845.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC620934,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,3:24,XC620934.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC620826,Passer montanus,Burung Gereja Erasia,Poland,"Gmina Kęty (near  Kęty), Powiat oświęcimski, Małopolskie",C,0:20,XC620826.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC620729,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,0:43,XC620729.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC619405,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,3:16,XC619405.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC619404,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,1:22,XC619404.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC619403,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:57,XC619403.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC619402,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:17,XC619402.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC619400,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:18,XC619400.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC619207,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:27,XC619207.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC619194,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:58,XC619194.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC619044,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Malton), North Yorkshire, England",C,1:21,XC619044.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC617741,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,1:09,XC617741.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC617738,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,1:07,XC617738.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC617737,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,1:48,XC617737.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC617734,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:21,XC617734.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC616893,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,0:20,XC616893.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC616887,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,1:29,XC616887.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC616881,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,0:24,XC616881.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC615965,Passer montanus,Burung Gereja Erasia,Estonia,"Tartu, Tartu City, Tartu maakond",C,0:01,XC615965.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC615962,Passer montanus,Burung Gereja Erasia,Estonia,"Tartu, Tartu City, Tartu maakond",C,0:18,XC615962.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC615835,Passer montanus,Burung Gereja Erasia,Portugal,"Canedo, Ribeira de Pena, Vila Real",C,2:53,XC615835.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC615489,Passer montanus,Burung Gereja Erasia,Spain,Premià de Mar,C,0:14,XC615489.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC612308,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,0:36,XC612308.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC611940,Passer montanus,Burung Gereja Erasia,Estonia,"Järveküla, Tarvastu Parish, Viljandi County",C,0:21,XC611940.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC611939,Passer montanus,Burung Gereja Erasia,Estonia,"Järveküla, Tarvastu Parish, Viljandi County",C,0:58,XC611939.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC611782,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,0:49,XC611782.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC611781,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,0:27,XC611781.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC609682,Passer montanus,Burung Gereja Erasia,Poland,"Dziwnów, Zachodniopomorskie",C,0:10,XC609682.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC609522,Passer montanus,Burung Gereja Erasia,Turkey,"Yahyalı, Kayseri",C,0:17,XC609522.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC608940,Passer montanus,Burung Gereja Erasia,Netherlands,"Hulst, Hulst, Zeeland",C,0:21,XC608940.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC608002,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,4:38,XC608002.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC608001,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,0:50,XC608001.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC607527,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Weaverthorpe), North Yorkshire, England",C,0:18,XC607527.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC607526,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Weaverthorpe), North Yorkshire, England",C,0:41,XC607526.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC607096,Passer montanus,Burung Gereja Erasia,Poland,"Poznań, Poznań, Wielkopolskie",C,0:17,XC607096.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC606731,Passer montanus,Burung Gereja Erasia,United Kingdom,"Great Britain (near  Helperthorpe), North Yorkshire, England",C,0:29,XC606731.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC605265,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,0:28,XC605265.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC604999,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,1:40,XC604999.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC604998,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:26,XC604998.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC604304,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,0:35,XC604304.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC603899,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Weaverthorpe), North Yorkshire, England",C,3:28,XC603899.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC603838,Passer montanus,Burung Gereja Erasia,Sweden,"Hov, Uppsala, Uppsala län",C,0:15,XC603838.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC602825,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,0:51,XC602825.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC600993,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,1:08,XC600993.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC600982,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,0:30,XC600982.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC600257,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,0:42,XC600257.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC598082,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,0:54,XC598082.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC598081,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near  Helperthorpe), North Yorkshire, England",C,0:09,XC598081.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC596079,Passer montanus,Burung Gereja Erasia,Netherlands,"Wijk bij Duurstede, Wijk bij Duurstede, Utrecht",C,0:03,XC596079.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC595881,Passer montanus,Burung Gereja Erasia,Netherlands,"Wijk bij Duurstede, Wijk bij Duurstede, Utrecht",C,0:07,XC595881.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC593075,Passer montanus,Burung Gereja Erasia,Germany, Bobingen / Schwettinger  -in  Bayern,C,0:22,XC593075.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC592568,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Weaverthorpe), North Yorkshire, England",C,0:12,XC592568.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC592549,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,0:13,XC592549.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC591149,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:25,XC591149.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC590981,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:52,XC590981.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC590394,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District  (near Helperthorpe), North Yorkshire, England",C,2:06,XC590394.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC590223,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District ,(near Helperthorpe), North Yorkshire, England",C,3:06,XC590223.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC589368,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,2:32,XC589368.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC588772,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,3:05,XC588772.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC588771,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,2:25,XC588771.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC585861,Passer montanus,Burung Gereja Erasia,Philippines,"Baguio City (near  Baguio), Benguet, Cordillera Administrative Region",C,0:43,XC585861.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC585293,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,1:33,XC585293.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC582881,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,1:12,XC582881.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC582880,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,0:37,XC582880.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC582879,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,0:25,XC582879.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC581636,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,1:03,XC581636.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC581635,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,0:27,XC581635.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC581634,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,0:14,XC581634.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC581250,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District (near Helperthorpe), North Yorkshire, England",C,1:19,XC581250.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC580973,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,5:03,XC580973.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC580972,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,4:50,XC580972.mp3,Digunakan,Lolos seleksi balancing durasi dan quality control
XC579887,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,2:37,XC579887.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC579886,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:14,XC579886.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC579885,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,0:09,XC579885.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC579884,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,2:18,XC579884.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC579249,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,0:28,XC579249.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC579248,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,2:00,XC579248.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC579247,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,4:39,XC579247.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC579246,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,1:26,XC579246.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC579245,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,0:53,XC579245.mp3,Digunakan,Lolos seleksi balancing durasi dan quality control
XC579244,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,0:32,XC579244.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
XC579094,Passer montanus,Burung Gereja Erasia,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,1:22,XC579094.mp3,Tidak Digunakan,Tidak terpilih dalam proses balancing durasi (data berlebih)
