id_xc,nama_ilmiah,nama_indonesia,nama_inggris,negara,lokasi,kualitas,jenis_suara,perekam,tanggal,durasi,url_halaman,nama_file,file_tersedia
XC503011,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Finland,"Vartioharju, Helsinki, Uusimaa",C,call,Hannu Varkki,2019-10-13,0:44,https://xeno-canto.org/503011,XC503011.mp3,Ya
XC502748,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,call,david m,2019-05-30,0:38,https://xeno-canto.org/502748,XC502748.mp3,Ya
XC501850,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,call,david m,2019-05-20,2:31,https://xeno-canto.org/501850,XC501850.mp3,Ya
XC500032,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Hov, Uppsala, Uppsala län",C,flight call,Robert Ekman,2019-09-27,0:09,https://xeno-canto.org/500032,XC500032.mp3,Ya
XC499237,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Hov, Uppsala, Uppsala län",C,"call, flight call",Robert Ekman,2019-09-25,0:10,https://xeno-canto.org/499237,XC499237.mp3,Ya
XC498970,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near  West Lutton), North Yorkshire, England",C,call,david m,2019-04-16,2:19,https://xeno-canto.org/498970,XC498970.mp3,Ya
XC498343,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near West Lutton), North Yorkshire, England",C,"call, flight call",david m,2019-04-14,1:44,https://xeno-canto.org/498343,XC498343.mp3,Ya
XC498340,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near West Lutton), North Yorkshire, England",C,call,david m,2019-04-14,1:11,https://xeno-canto.org/498340,XC498340.mp3,Ya
XC498306,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near West Lutton), North Yorkshire, England",C,call,david m,2019-04-13,4:14,https://xeno-canto.org/498306,XC498306.mp3,Ya
XC498305,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near West Lutton), North Yorkshire, England",C,call,david m,2019-04-13,2:07,https://xeno-canto.org/498305,XC498305.mp3,Ya
XC498304,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near West Lutton), North Yorkshire, England",C,call,david m,2019-04-13,1:27,https://xeno-canto.org/498304,XC498304.mp3,Ya
XC498190,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Sweden,"Hov, Uppsala, Uppsala län",C,call,Robert Ekman,2019-09-20,0:16,https://xeno-canto.org/498190,XC498190.mp3,Ya
XC497897,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Hagenheim (hofstetten), Landsberg am Lech , Oberbayern, Bayern",C,"call, quarreling cals, social calls",Beatrix Saadi-Varchmin,2012-11-01,2:11,https://xeno-canto.org/497897,XC497897.mp3,Ya
XC497882,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Germany,"Hagenheim (hofstetten), Landsberg am Lech , Oberbayern, Bayern",C,"song, group song",Beatrix Saadi-Varchmin,2012-11-01,1:31,https://xeno-canto.org/497882,XC497882.mp3,Ya
XC497593,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Malaysia,"Tawau Hills Park HQ, Sabah",C,call,Marc Anderson,2019-09-06,0:39,https://xeno-canto.org/497593,XC497593.mp3,Ya
XC497592,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Malaysia,"Tawau Hills Park HQ, Sabah",C,call,Marc Anderson,2019-09-06,0:13,https://xeno-canto.org/497592,XC497592.mp3,Ya
XC496530,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Rydzyna (near  Dąbcze), leszczyński, wielkopolskie",C,call,Grzegorz Lorek,2019-08-19,0:15,https://xeno-canto.org/496530,XC496530.mp3,Ya
XC496025,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-31,0:55,https://xeno-canto.org/496025,XC496025.mp3,Ya
XC495314,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Obikovo (near  Cheboksary), Gorod Cheboksary, Chuvashia",C,song,Albert Lastukhin,2018-04-12,2:03,https://xeno-canto.org/495314,XC495314.mp3,Ya
XC495274,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-26,0:41,https://xeno-canto.org/495274,XC495274.mp3,Ya
XC495273,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District,(near Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-26,0:41,https://xeno-canto.org/495273,XC495273.mp3,Ya
XC495257,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2019-03-24,0:15,https://xeno-canto.org/495257,XC495257.mp3,Ya
XC495256,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-24,0:26,https://xeno-canto.org/495256,XC495256.mp3,Ya
XC494884,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Башмачникова (near  Cheboksary), gorod Cheboksary, Chuvashia",C,"song, autumn choral singing",Albert Lastukhin,2018-10-10,3:50,https://xeno-canto.org/494884,XC494884.mp3,Ya
XC493388,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near West Heslerton), North Yorkshire, England",C,"call, flight call",david m,2019-03-19,0:15,https://xeno-canto.org/493388,XC493388.mp3,Ya
XC493387,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near West Heslerton), North Yorkshire, England",C,call,david m,2019-03-19,0:10,https://xeno-canto.org/493387,XC493387.mp3,Ya
XC493197,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Great Britain (near  Clifton upon Teme), Worcestershire, England",C,flight call,Joe Sparey,2018-08-22,0:24,https://xeno-canto.org/493197,XC493197.mp3,Ya
XC492626,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Great Britain (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-17,2:35,https://xeno-canto.org/492626,XC492626.mp3,Ya
XC492474,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-14,0:09,https://xeno-canto.org/492474,XC492474.mp3,Ya
XC491770,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-12,0:28,https://xeno-canto.org/491770,XC491770.mp3,Ya
XC491769,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-12,1:11,https://xeno-canto.org/491769,XC491769.mp3,Ya
XC491768,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,call,david m,2017-06-12,1:03,https://xeno-canto.org/491768,XC491768.mp3,Ya
XC485875,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Tychy, Tychy, śląskie",C,call,Ireneusz Oleksik,2018-10-17,0:14,https://xeno-canto.org/485875,XC485875.mp3,Ya
XC485537,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,call,david m,2019-03-01,1:06,https://xeno-canto.org/485537,XC485537.mp3,Ya
XC485536,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,call,david m,2019-03-01,0:28,https://xeno-canto.org/485536,XC485536.mp3,Ya
XC485532,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,call,david m,2019-03-01,2:44,https://xeno-canto.org/485532,XC485532.mp3,Ya
XC484810,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District,(near Helperthorpe) North Yorkshire, England",C,call,david m,2019-02-28,1:53,https://xeno-canto.org/484810,XC484810.mp3,Ya
XC484381,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Great Britain, Lincolnshire, England",C,call,Stuart Fisher,2019-07-02,0:53,https://xeno-canto.org/484381,XC484381.mp3,Ya
XC484043,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-27,0:21,https://xeno-canto.org/484043,XC484043.mp3,Ya
XC484031,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-27,1:19,https://xeno-canto.org/484031,XC484031.mp3,Ya
XC483373,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-26,0:52,https://xeno-canto.org/483373,XC483373.mp3,Ya
XC482318,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-26,0:40,https://xeno-canto.org/482318,XC482318.mp3,Ya
XC480492,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2019-02-24,0:42,https://xeno-canto.org/480492,XC480492.mp3,Ya
XC480486,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-24,1:15,https://xeno-canto.org/480486,XC480486.mp3,Ya
XC480431,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-21,3:16,https://xeno-canto.org/480431,XC480431.mp3,Ya
XC480429,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-21,3:21,https://xeno-canto.org/480429,XC480429.mp3,Ya
XC480428,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-21,1:08,https://xeno-canto.org/480428,XC480428.mp3,Ya
XC479459,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District,  (near  West Lutton), North Yorkshire, England",C,call,david m,2019-02-19,0:35,https://xeno-canto.org/479459,XC479459.mp3,Ya
XC477989,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District ,(near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-18,1:22,https://xeno-canto.org/477989,XC477989.mp3,Ya
XC476906,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",C,song,Ruslan Mazuryk,2019-05-17,2:00,https://xeno-canto.org/476906,XC476906.mp3,Ya
XC475820,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-16,0:39,https://xeno-canto.org/475820,XC475820.mp3,Ya
XC475819,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-16,0:46,https://xeno-canto.org/475819,XC475819.mp3,Ya
XC474007,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Indonesia,"Lubuak Landua area, Pasaman, Kabupaten Pasaman Barat, Sumatera Barat",C,"call, song",Matthew L. Brady,2018-03-12,1:27,https://xeno-canto.org/474007,XC474007.mp3,Ya
XC474005,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Indonesia,"Lubuak Landua area, Pasaman, Kabupaten Pasaman Barat, Sumatera Barat",C,"call, song",Matthew L. Brady,2018-03-12,0:37,https://xeno-canto.org/474005,XC474005.mp3,Ya
XC469538,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",C,song,Ruslan Mazuryk,2019-04-18,0:30,https://xeno-canto.org/469538,XC469538.mp3,Ya
XC467387,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Szreńsk, mławski, mazowieckie",C,call,Piotr Szczypinski,2019-04-17,0:17,https://xeno-canto.org/467387,XC467387.mp3,Ya
XC466511,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Tychy, Tychy, śląskie",C,call,Ireneusz Oleksik,2019-04-13,0:08,https://xeno-canto.org/466511,XC466511.mp3,Ya
XC464570,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-13,0:22,https://xeno-canto.org/464570,XC464570.mp3,Ya
XC463663,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-11,1:18,https://xeno-canto.org/463663,XC463663.mp3,Ya
XC463339,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-23,2:02,https://xeno-canto.org/463339,XC463339.mp3,Ya
XC463337,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District, (near Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-23,1:54,https://xeno-canto.org/463337,XC463337.mp3,Ya
XC462693,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Great Britain (near  Caldecott), Leicestershire, England",C,song,Andrew Harrop,2019-03-22,0:41,https://xeno-canto.org/462693,XC462693.mp3,Ya
XC462608,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Hańsk (near  Wojciechów), włodawski, lubelskie",C,flight call,Stanislas Wroza,2019-03-20,0:13,https://xeno-canto.org/462608,XC462608.mp3,Ya
XC461890,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Szczecin, zachodniopomorskie",C,"call, crosbill like call",Marcin Sołowiej,2019-03-01,0:18,https://xeno-canto.org/461890,XC461890.mp3,Ya
XC461294,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-06,0:35,https://xeno-canto.org/461294,XC461294.mp3,Ya
XC461275,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,song,david m,2019-02-06,0:25,https://xeno-canto.org/461275,XC461275.mp3,Ya
XC460449,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-28,0:36,https://xeno-canto.org/460449,XC460449.mp3,Ya
XC460440,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-22,0:36,https://xeno-canto.org/460440,XC460440.mp3,Ya
XC459941,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-02,1:06,https://xeno-canto.org/459941,XC459941.mp3,Ya
XC459937,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-02,3:16,https://xeno-canto.org/459937,XC459937.mp3,Ya
XC459936,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-02,0:58,https://xeno-canto.org/459936,XC459936.mp3,Ya
XC459934,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-02,0:25,https://xeno-canto.org/459934,XC459934.mp3,Ya
XC459933,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-03-02,0:53,https://xeno-canto.org/459933,XC459933.mp3,Ya
XC459775,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Spain,"Parc De La Llacuna (near  Montcada i Reixac), Barcelona, Catalunya",C,call,João Tomás,2018-03-01,0:23,https://xeno-canto.org/459775,XC459775.mp3,Ya
XC459619,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Poland,"Gmina Dzierzgowo, Mława County, Masovian Voivodeship",C,call,Piotr Szczypinski,2018-11-06,0:20,https://xeno-canto.org/459619,XC459619.mp3,Ya
XC459303,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-24,1:08,https://xeno-canto.org/459303,XC459303.mp3,Ya
XC459300,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-24,1:18,https://xeno-canto.org/459300,XC459300.mp3,Ya
XC459105,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-23,2:01,https://xeno-canto.org/459105,XC459105.mp3,Ya
XC459104,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-23,0:47,https://xeno-canto.org/459104,XC459104.mp3,Ya
XC458987,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-18,1:44,https://xeno-canto.org/458987,XC458987.mp3,Ya
XC458317,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Baikal Ringing Station, Tankhoy, Irkutsk",C,call,Louis A. Hansen,2018-05-28,0:04,https://xeno-canto.org/458317,XC458317.mp3,Ya
XC458316,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Baikal Ringing Station, Tankhoy, Irkutsk",C,call,Louis A. Hansen,2018-05-28,0:05,https://xeno-canto.org/458316,XC458316.mp3,Ya
XC458044,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-14,0:31,https://xeno-canto.org/458044,XC458044.mp3,Ya
XC458042,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-14,0:38,https://xeno-canto.org/458042,XC458042.mp3,Ya
XC458041,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-14,0:22,https://xeno-canto.org/458041,XC458041.mp3,Ya
XC458040,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-14,0:26,https://xeno-canto.org/458040,XC458040.mp3,Ya
XC457925,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Rechka Mishiha village at Baikal Ringing Station, Tankhoy, Irkutsk",C,song,Louis A. Hansen,2018-05-27,0:13,https://xeno-canto.org/457925,XC457925.mp3,Ya
XC457924,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Russian Federation,"Rechka Mishiha village at Baikal Ringing Station, Tankhoy, Irkutsk",C,call,Louis A. Hansen,2018-05-27,0:17,https://xeno-canto.org/457924,XC457924.mp3,Ya
XC457236,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-12,0:37,https://xeno-canto.org/457236,XC457236.mp3,Ya
XC457235,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-12,1:20,https://xeno-canto.org/457235,XC457235.mp3,Ya
XC457148,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-17,2:25,https://xeno-canto.org/457148,XC457148.mp3,Ya
XC457142,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-17,0:42,https://xeno-canto.org/457142,XC457142.mp3,Ya
XC457062,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",C,call,Ruslan Mazuryk,2019-02-16,0:20,https://xeno-canto.org/457062,XC457062.mp3,Ya
XC457058,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,Ukraine,"Toky, Pidvolochys'kyi district, Ternopil's'ka oblast",C,call,Ruslan Mazuryk,2018-12-18,1:16,https://xeno-canto.org/457058,XC457058.mp3,Ya
XC457022,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-15,0:51,https://xeno-canto.org/457022,XC457022.mp3,Ya
XC456920,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-09,0:14,https://xeno-canto.org/456920,XC456920.mp3,Ya
XC456919,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-09,0:20,https://xeno-canto.org/456919,XC456919.mp3,Ya
XC456773,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-14,1:00,https://xeno-canto.org/456773,XC456773.mp3,Ya
XC456672,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-08,0:16,https://xeno-canto.org/456672,XC456672.mp3,Ya
XC456671,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-08,0:30,https://xeno-canto.org/456671,XC456671.mp3,Ya
XC456670,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-08,1:03,https://xeno-canto.org/456670,XC456670.mp3,Ya
XC456669,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-08,0:11,https://xeno-canto.org/456669,XC456669.mp3,Ya
XC456332,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2019-02-10,0:51,https://xeno-canto.org/456332,XC456332.mp3,Ya
XC455412,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,"call, flight call",david m,2019-01-06,1:06,https://xeno-canto.org/455412,XC455412.mp3,Ya
XC455411,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-06,1:14,https://xeno-canto.org/455411,XC455411.mp3,Ya
XC455410,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-06,1:15,https://xeno-canto.org/455410,XC455410.mp3,Ya
XC455409,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-06,0:38,https://xeno-canto.org/455409,XC455409.mp3,Ya
XC455408,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-06,1:52,https://xeno-canto.org/455408,XC455408.mp3,Ya
XC455407,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-06,5:27,https://xeno-canto.org/455407,XC455407.mp3,Ya
XC455300,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-05,0:59,https://xeno-canto.org/455300,XC455300.mp3,Ya
XC455299,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-05,1:51,https://xeno-canto.org/455299,XC455299.mp3,Ya
XC455298,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-01-05,1:23,https://xeno-canto.org/455298,XC455298.mp3,Ya
XC455063,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-03,8:10,https://xeno-canto.org/455063,XC455063.mp3,Ya
XC455060,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-03,0:47,https://xeno-canto.org/455060,XC455060.mp3,Ya
XC455059,Passer montanus,Burung Gereja Erasia,Eurasian Tree Sparrow,United Kingdom,"Ryedale District (near  Helperthorpe), North Yorkshire, England",C,call,david m,2019-02-03,0:49,https://xeno-canto.org/455059,XC455059.mp3,Ya
